,Subsistema,Data,ENA_Bruta[MWmed],ENA_Bruta[%MLT],ENA_Armazenavel[MWmed],ENA_Armazenavel[%MLT],EAR_max,EAR[MWmes],EAR[%max],Carga_Diaria[MWmed],CMO_semanal[R$/MWh],CMO_leve[R$/MWh],CMO_media[R$/MWh],CMO_pesada[R$/MWh],Diferenca_CMO [R$/MWh],Razao_CMO
29422,Sul,2003-03-13,8110.0,158.69999695,7899.0,154.58000183,15375.0,14408.0,93.70999908,7614.44791361,,,,,,
29423,Sudeste,2003-03-13,46687.0,96.02999878,40829.0,83.98000336,177487.0,124812.0,70.31999969,28604.11750305,,,,,,
29424,Sudeste,2003-03-12,45127.0,92.81999969,41358.0,85.06999969,177487.0,124251.0,70.01000214,28573.24750102,,,,,,
29425,Sul,2003-03-12,8200.0,160.47000122,8022.0,156.97999573,15375.0,14365.0,93.43000031,7729.34166565,,,,,,
29426,Nordeste,2003-03-12,7158.0,50.77999878,7158.0,50.77999878,49967.0,22535.0,45.09999847,6205.55458333,,,,,,
29427,Norte,2003-03-12,10907.0,82.73999786,4771.0,36.18999863,12311.0,9506.0,77.20999908,2762.39583333,,,,,,
29428,Sudeste,2003-03-11,42288.0,86.98000336,40665.0,83.63999939,177487.0,123614.0,69.65000153,28211.53666916,,,,,,
29429,Sul,2003-03-11,8480.0,165.94000244,8355.0,163.5,15375.0,14330.0,93.19999695,7853.06541417,,,,,,
29430,Nordeste,2003-03-11,7579.0,53.77000046,7579.0,53.77000046,49967.0,22370.0,44.77000046,6254.03416667,,,,,,
29431,Norte,2003-03-11,10910.0,82.76000214,4505.0,34.16999817,12311.0,9437.0,76.65000153,2799.42083333,,,,,,
29432,Sul,2003-03-10,8915.0,174.46000671,8880.0,173.77000427,15375.0,14257.0,92.73000336,7631.11124573,,,,,,
29433,Nordeste,2003-03-10,8067.0,57.22999954,8067.0,57.22999954,49967.0,22452.0,44.93000031,6163.63708333,,,,,,
29434,Norte,2003-03-10,10993.0,83.38999939,4409.0,33.45000076,12311.0,9411.0,76.44000244,2806.26666667,,,,,,
29435,Sudeste,2003-03-10,39461.0,81.16000366,38510.0,79.20999908,177487.0,122900.0,69.23999786,27354.92292094,,,,,,
29436,Norte,2003-03-09,10841.0,82.23999786,4257.0,32.29000092,12311.0,9375.0,76.15000153,2624.15,,,,,,
29437,Nordeste,2003-03-09,8451.0,59.95000076,8451.0,59.95000076,49967.0,22513.0,45.06000137,5475.63708333,,,,,,
29438,Sul,2003-03-09,8919.0,174.53999329,8791.0,172.02999878,15375.0,14202.0,92.37000275,5844.42541453,,,,,,
29439,Sudeste,2003-03-09,37166.0,76.44000244,34438.0,70.83000183,177487.0,122166.0,68.83000183,22961.84583547,,,,,,
29440,Sudeste,2003-03-08,35380.0,72.76999664,34709.0,71.38999939,177487.0,121493.0,68.44999695,26272.70583328,,,,,,
29441,Sul,2003-03-08,8417.0,164.71000671,8360.0,163.6000061,15375.0,14027.0,91.23000336,6867.12375005,,,,,,
29442,Nordeste,2003-03-08,8772.0,62.22999954,8772.0,62.22999954,49967.0,22519.0,45.06999969,5962.64708333,,,,,,
29443,Norte,2003-03-08,10925.0,82.87999725,4252.0,32.25999832,12311.0,9324.0,75.73999786,2710.1,,,,,,
29444,Sudeste,2003-03-07,34208.0,70.36000061,34045.0,70.01999664,177487.0,121202.0,68.29000092,28761.63541356,,,,,,
29445,Sul,2003-03-07,7230.0,141.47999573,7146.0,139.83999634,15375.0,13893.0,90.36000061,7919.95916977,,,,,,
29446,Nordeste,2003-03-07,8922.0,63.29000092,8922.0,63.29000092,49967.0,22539.0,45.11000061,6190.49333333,,,,,,
29447,Norte,2003-03-07,11251.0,85.34999847,4295.0,32.58000183,12311.0,9265.0,75.26000214,2800.99166667,,,,,,
29448,Sudeste,2003-03-06,34120.0,70.18000031,33875.0,69.68000031,177487.0,121053.0,68.19999695,28540.09249995,,,,,,
29449,Sul,2003-03-06,6421.0,125.65000153,6418.0,125.58999634,15375.0,13865.0,90.18000031,8016.95291672,,,,,,
29450,Nordeste,2003-03-06,9072.0,64.36000061,9072.0,64.36000061,49967.0,22519.0,45.06999969,6132.46041667,,,,,,
29451,Norte,2003-03-06,11405.0,86.51999664,4048.0,30.70999908,12311.0,9248.0,75.12000275,2773.34583333,,,,,,
29452,Nordeste,2003-03-05,9107.0,64.59999847,9107.0,64.59999847,49967.0,22353.0,44.74000168,5679.88,,,,,,
29453,Norte,2003-03-05,11356.0,86.15000153,3616.0,27.43000031,12311.0,9227.0,74.94999695,2707.00833333,,,,,,
29454,Sul,2003-03-05,6164.0,120.62000275,6161.0,120.55999756,15375.0,13909.0,90.45999908,7655.77541428,,,,,,
29455,Sudeste,2003-03-05,34802.0,71.58000183,32919.0,67.70999908,177487.0,120952.0,68.15000153,27068.42166906,,,,,,
29456,Sudeste,2003-03-04,35391.0,72.79000092,32023.0,65.87000275,177487.0,120917.0,68.12999725,24137.49000249,,,,,,
29457,Sul,2003-03-04,6264.0,122.58000183,6262.0,122.54000092,15375.0,13916.0,90.51000214,6675.73624751,,,,,,
29458,Nordeste,2003-03-04,9193.0,65.20999908,9193.0,65.20999908,49967.0,22386.0,44.79999924,5303.44083333,,,,,,
29459,Norte,2003-03-04,11708.0,88.81999969,3967.0,30.09000015,12311.0,9188.0,74.62999725,2617.84166667,,,,,,
29460,Sudeste,2003-03-03,36452.0,74.98000336,30941.0,63.63999939,177487.0,120748.0,68.02999878,24635.29166677,,,,,,
29461,Sul,2003-03-03,6215.0,121.62000275,6215.0,121.62000275,15375.0,13882.0,90.29000092,6695.9087499,,,,,,
29462,Nordeste,2003-03-03,9004.0,63.86999893,9004.0,63.86999893,49967.0,22258.0,44.54999924,5301.83166667,,,,,,
29463,Norte,2003-03-03,11953.0,90.66999817,4213.0,31.95999908,12311.0,9172.0,74.5,2664.97083333,,,,,,
29464,Norte,2003-03-02,11921.0,90.43000031,4372.0,33.16999817,12311.0,9151.0,74.33000183,2602.70833333,,,,,,
29465,Sudeste,2003-03-02,38773.0,79.75,30952.0,63.65999985,177487.0,120658.0,67.98000336,23425.07207947,,,,,,
29466,Sul,2003-03-02,6152.0,120.38999939,6152.0,120.38999939,15375.0,13877.0,90.26000214,5742.28417053,,,,,,
29467,Nordeste,2003-03-02,8734.0,61.95999908,8734.0,61.95999908,49967.0,22225.0,44.47999954,5316.52,,,,,,
29468,Nordeste,2003-03-01,8506.0,60.34000015,8506.0,60.34000015,49967.0,22173.0,44.38000107,5749.33083333,,,,,,
29469,Norte,2003-03-01,12077.0,91.62000275,5099.0,38.68000031,12311.0,9115.0,74.04000092,2705.22916667,,,,,,
29470,Sudeste,2003-03-01,41547.0,85.45999908,34827.0,71.62999725,177487.0,120533.0,67.91000366,26205.23124451,,,,,,
29471,Sul,2003-03-01,6189.0,121.11000061,6146.0,120.26999664,15375.0,13817.0,89.87000275,6849.97333883,,,,,,
29472,Sudeste,2003-02-28,43762.0,84.01000214,36060.0,69.23000336,177487.0,120626.0,67.95999908,29402.84083354,,,,,,
29473,Sul,2003-02-28,6375.0,107.79000092,6353.0,107.41999817,15375.0,13762.0,89.51000214,8260.9549998,,,,,,
29474,Nordeste,2003-02-28,8280.0,58.84999847,8280.0,58.84999847,49967.0,21897.0,43.81999969,6056.225,,,,,,
29475,Norte,2003-02-28,12025.0,107.06999969,5778.0,51.45000076,12311.0,9052.0,73.52999878,2812.91666667,,,,,,
29476,Sudeste,2003-02-27,46415.0,89.11000061,37392.0,71.79000092,177487.0,120700.0,68.01000214,29627.1887501,,,,,,
29477,Sul,2003-02-27,7031.0,118.87999725,6992.0,118.22000122,15375.0,13778.0,89.61000061,8172.30666656,,,,,,
29478,Nordeste,2003-02-27,8303.0,59.00999832,8303.0,59.00999832,49967.0,22043.0,44.11999893,6103.19041667,,,,,,
29479,Norte,2003-02-27,11992.0,106.76999664,6643.0,59.15000153,12311.0,8975.0,72.90000153,2817.8,,,,,,
29480,Sul,2003-02-26,7385.0,124.87000275,7334.0,124.0,15375.0,13802.0,89.76999664,8144.48457972,,,,,,
29481,Nordeste,2003-02-26,8331.0,59.20999908,8331.0,59.20999908,49967.0,22040.0,44.11000061,6032.98708333,,,,,,
29482,Norte,2003-02-26,12037.0,107.16999817,7425.0,66.11000061,12311.0,8848.0,71.87000275,2804.1125,,,,,,
29483,Sudeste,2003-02-26,49306.0,94.66000366,39552.0,75.93000031,177487.0,120694.0,68.0,29449.47375361,,,,,,
29484,Sudeste,2003-02-25,52432.0,100.66000366,41847.0,80.33999634,177487.0,120616.0,67.95999908,29205.25999751,,,,,,
29485,Sul,2003-02-25,7826.0,132.32000732,7777.0,131.49000549,15375.0,13763.0,89.51000214,7970.61375249,,,,,,
29486,Nordeste,2003-02-25,8596.0,61.09000015,8596.0,61.09000015,49967.0,21917.0,43.86000061,5863.48,,,,,,
29487,Norte,2003-02-25,11561.0,102.94000244,7894.0,70.29000092,12311.0,8738.0,70.98000336,2802.11666667,,,,,,
29488,Sudeste,2003-02-24,54181.0,104.01999664,43701.0,83.90000153,177487.0,120439.0,67.86000061,28238.56916585,,,,,,
29489,Sul,2003-02-24,8858.0,149.77000427,8793.0,148.66999817,15375.0,13724.0,89.26000214,7596.80500081,,,,,,
29490,Nordeste,2003-02-24,8990.0,63.88999939,8990.0,63.88999939,49967.0,21655.0,43.34000015,5785.51875,,,,,,
29491,Norte,2003-02-24,10962.0,97.59999847,7831.0,69.72000122,12311.0,8551.0,69.45999908,2773.95833333,,,,,,
29492,Sudeste,2003-02-23,54839.0,105.27999878,41996.0,80.62000275,177487.0,120184.0,67.70999908,23596.76374771,,,,,,
29493,Sul,2003-02-23,9935.0,167.97999573,9933.0,167.94999695,15375.0,13626.0,88.62000275,5620.46666896,,,,,,
29494,Nordeste,2003-02-23,9364.0,66.55000305,9364.0,66.55000305,49967.0,21856.0,43.74000168,5274.29916667,,,,,,
29495,Norte,2003-02-23,10631.0,94.66000366,8042.0,71.59999847,12311.0,8350.0,67.81999969,2575.94583333,,,,,,
29496,Sul,2003-02-22,10162.0,171.82000732,10151.0,171.63000488,15375.0,13432.0,87.36000061,6485.22541656,,,,,,
29497,Nordeste,2003-02-22,9771.0,69.44000244,9771.0,69.44000244,49967.0,21786.0,43.59999847,5768.64458333,,,,,,
29498,Norte,2003-02-22,10166.0,90.51000214,8136.0,72.44000244,12311.0,8191.0,66.52999878,2804.39583333,,,,,,
29499,Sudeste,2003-02-22,55526.0,106.59999847,44980.0,86.34999847,177487.0,119694.0,67.44000244,26284.1212501,,,,,,
29500,Norte,2003-02-21,9438.0,84.02999878,7981.0,71.05999756,12311.0,8038.0,65.29000092,2785.88333333,,,,,,
29501,Nordeste,2003-02-21,10206.0,72.54000092,10206.0,72.54000092,49967.0,21590.0,43.20999908,6036.26291667,,,,,,
29502,Sul,2003-02-21,8981.0,151.8500061,8945.0,151.24000549,15375.0,13246.0,86.15000153,7553.9837499,,,,,,
29503,Sudeste,2003-02-21,54917.0,105.43000031,47936.0,92.02999878,177487.0,119138.0,67.12999725,28911.18708344,,,,,,
29504,Sudeste,2003-02-20,54147.0,103.94999695,46943.0,90.12000275,177487.0,118616.0,66.83000183,28596.92791453,,,,,,
29505,Sul,2003-02-20,7120.0,120.38999939,7102.0,120.08000183,15375.0,13105.0,85.23000336,7669.84333547,,,,,,
29506,Nordeste,2003-02-20,10684.0,75.93000031,10684.0,75.93000031,49967.0,21471.0,42.97000122,6193.19625,,,,,,
29507,Norte,2003-02-20,8980.0,79.95999908,8008.0,71.30000305,12311.0,7870.0,63.93000031,2747.3125,,,,,,
29508,Sudeste,2003-02-19,53195.0,102.12000275,47104.0,90.43000031,177487.0,117940.0,66.44999695,28498.13208471,,,,,,
29509,Sul,2003-02-19,6453.0,109.11000061,6453.0,109.11000061,15375.0,13057.0,84.91999817,7679.38999863,,,,,,
29510,Nordeste,2003-02-19,11306.0,80.34999847,11306.0,80.34999847,49967.0,21069.0,42.16999817,6264.00416667,,,,,,
29511,Norte,2003-02-19,8772.0,78.09999847,8056.0,71.73000336,12311.0,7686.0,62.43000031,2722.72916667,,,,,,
29512,Sul,2003-02-18,6507.0,110.01999664,6507.0,110.01999664,15375.0,13065.0,84.97000122,7569.31916529,,,,,,
29513,Nordeste,2003-02-18,11992.0,85.23000336,11992.0,85.23000336,49967.0,21168.0,42.36000061,6312.2375,,,,,,
29514,Norte,2003-02-18,8547.0,76.09999847,8196.0,72.97000122,12311.0,7522.0,61.09999847,2719.87083333,,,,,,
29515,Sudeste,2003-02-18,51049.0,98.0,48507.0,93.12000275,177487.0,117120.0,65.98999786,27977.27958471,,,,,,
29516,Sudeste,2003-02-17,48879.0,93.83999634,46318.0,88.91999817,177487.0,116369.0,65.55999756,27771.8820846,,,,,,
29517,Sul,2003-02-17,5878.0,99.38999939,5878.0,99.38999939,15375.0,13021.0,84.69000244,7307.8791654,,,,,,
29518,Nordeste,2003-02-17,12689.0,90.18000031,12689.0,90.18000031,49967.0,21115.0,42.25999832,6123.66916667,,,,,,
29519,Norte,2003-02-17,8011.0,71.33000183,7865.0,70.02999878,12311.0,7376.0,59.90999985,2686.67916667,,,,,,
29520,Sudeste,2003-02-16,46900.0,90.04000092,41980.0,80.58999634,177487.0,115573.0,65.12000275,23008.16666865,,,,,,
29521,Sul,2003-02-16,5322.0,89.98999786,5322.0,89.98999786,15375.0,12970.0,84.36000061,5697.15624802,,,,,,
29522,Nordeste,2003-02-16,13266.0,94.27999878,13266.0,94.27999878,49967.0,20921.0,41.86999893,5387.33833333,,,,,,
29523,Norte,2003-02-16,7657.0,68.18000031,7657.0,68.18000031,12311.0,7208.0,58.54999924,2480.375,,,,,,
29524,Sudeste,2003-02-15,45992.0,88.30000305,40753.0,78.23999786,177487.0,114806.0,64.68000031,25704.18291484,,,,,,
29525,Sul,2003-02-15,5258.0,88.90000153,5258.0,88.90000153,15375.0,12913.0,83.98999786,6696.8591685,,,,,,
29526,Nordeste,2003-02-15,13799.0,98.06999969,13799.0,98.06999969,49967.0,20758.0,41.54000092,5703.93166667,,,,,,
29527,Norte,2003-02-15,7479.0,66.58999634,7479.0,66.58999634,12311.0,7005.0,56.90000153,2626.89166667,,,,,,
29528,Sul,2003-02-14,5372.0,90.83000183,5372.0,90.83000183,15375.0,12881.0,83.77999878,7539.19624761,,,,,,
29529,Nordeste,2003-02-14,14066.0,99.97000122,14066.0,99.97000122,49967.0,20485.0,41.0,6017.55583333,,,,,,
29530,Norte,2003-02-14,7272.0,64.75,7272.0,64.75,12311.0,6860.0,55.72000122,2685.02083333,,,,,,
29531,Sudeste,2003-02-14,45904.0,88.12999725,41444.0,79.55999756,177487.0,114210.0,64.34999847,28645.20333572,,,,,,
29532,Sudeste,2003-02-13,46766.0,89.77999878,42712.0,82.0,177487.0,113901.0,64.16999817,29002.39083186,,,,,,
29533,Sul,2003-02-13,5587.0,94.47000122,5587.0,94.47000122,15375.0,12886.0,83.80999756,7659.81166814,,,,,,
29534,Nordeste,2003-02-13,14296.0,101.59999847,14296.0,101.59999847,49967.0,20149.0,40.31999969,6037.75125,,,,,,
29535,Norte,2003-02-13,7008.0,62.40000153,7008.0,62.40000153,12311.0,6717.0,54.56000137,2686.64166667,,,,,,
29536,Sudeste,2003-02-12,48247.0,92.62000275,44460.0,85.34999847,177487.0,113752.0,64.08999634,29238.03375051,,,,,,
29537,Sul,2003-02-12,6196.0,104.76000214,6196.0,104.76000214,15375.0,12906.0,83.94000244,7700.56041616,,,,,,
29538,Nordeste,2003-02-12,14385.0,102.23999786,14385.0,102.23999786,49967.0,20147.0,40.31999969,6154.48708333,,,,,,
29539,Norte,2003-02-12,7150.0,63.65999985,7150.0,63.65999985,12311.0,6608.0,53.66999817,2699.95,,,,,,
29540,Sudeste,2003-02-11,50472.0,96.90000153,46754.0,89.76000214,177487.0,113520.0,63.95999908,29060.70250468,,,,,,
29541,Sul,2003-02-11,6213.0,105.05000305,6213.0,105.05000305,15375.0,12915.0,84.0,7658.13999532,,,,,,
29542,Nordeste,2003-02-11,14701.0,104.48000336,14701.0,104.48000336,49967.0,19875.0,39.77999878,6292.65375,,,,,,
29543,Norte,2003-02-11,7338.0,65.33999634,7338.0,65.33999634,12311.0,6486.0,52.68000031,2740.0375,,,,,,
29544,Nordeste,2003-02-10,15060.0,107.02999878,15060.0,107.02999878,49967.0,19613.0,39.25,6160.89,,,,,,
29545,Norte,2003-02-10,7680.0,68.37999725,7680.0,68.37999725,12311.0,6351.0,51.59000015,2643.70416667,,,,,,
29546,Sul,2003-02-10,6049.0,102.27999878,6049.0,102.27999878,15375.0,12923.0,84.05000305,7498.64749858,,,,,,
29547,Sudeste,2003-02-10,53156.0,102.05000305,50244.0,96.45999908,177487.0,113229.0,63.79999924,28436.15750142,,,,,,
29548,Sudeste,2003-02-09,56737.0,108.91999817,53155.0,102.05000305,177487.0,112863.0,63.59000015,23877.06833323,,,,,,
29549,Sul,2003-02-09,5589.0,94.5,5589.0,94.5,15375.0,12930.0,84.09999847,5776.20791677,,,,,,
29550,Nordeste,2003-02-09,15440.0,109.73999786,15440.0,109.73999786,49967.0,19430.0,38.88999939,5423.74416667,,,,,,
29551,Norte,2003-02-09,7952.0,70.80000305,7952.0,70.80000305,12311.0,6199.0,50.34999847,2497.56666667,,,,,,
29552,Sudeste,2003-02-08,59702.0,114.62000275,56194.0,107.87999725,177487.0,112211.0,63.22000122,26366.89166738,,,,,,
29553,Sul,2003-02-08,5145.0,86.98999786,5145.0,86.98999786,15375.0,12865.0,83.66999817,6838.03416595,,,,,,
29554,Nordeste,2003-02-08,15729.0,111.79000092,15729.0,111.79000092,49967.0,19100.0,38.22999954,5872.18791667,,,,,,
29555,Norte,2003-02-08,8301.0,73.91000366,8301.0,73.91000366,12311.0,6017.0,48.86999893,2564.96666667,,,,,,
29556,Sudeste,2003-02-07,63237.0,121.40000153,60213.0,115.59999847,177487.0,111560.0,62.86000061,28744.55916595,,,,,,
29557,Sul,2003-02-07,4713.0,79.69000244,4713.0,79.69000244,15375.0,12836.0,83.48000336,8032.03666738,,,,,,
29558,Nordeste,2003-02-07,16050.0,114.06999969,16050.0,114.06999969,49967.0,18878.0,37.77999878,6268.47291667,,,,,,
29559,Norte,2003-02-07,8575.0,76.34999847,8575.0,76.34999847,12311.0,5841.0,47.43999863,2687.31666667,,,,,,
29560,Sul,2003-02-06,4644.0,78.51999664,4644.0,78.51999664,15375.0,12891.0,83.83999634,8087.31041514,,,,,,
29561,Norte,2003-02-06,8743.0,77.83999634,8743.0,77.83999634,12311.0,5659.0,45.97000122,2673.35416667,,,,,,
29562,Sudeste,2003-02-06,66019.0,126.73999786,61782.0,118.61000061,177487.0,110827.0,62.43999863,28669.27875153,,,,,,
29563,Nordeste,2003-02-06,16265.0,115.59999847,16265.0,115.59999847,49967.0,18658.0,37.34000015,6227.70583333,,,,,,
29564,Nordeste,2003-02-05,16266.0,115.61000061,16266.0,115.61000061,49967.0,18366.0,36.75999832,6163.17583333,,,,,,
29565,Norte,2003-02-05,8749.0,77.90000153,8749.0,77.90000153,12311.0,5488.0,44.58000183,2693.77083333,,,,,,
29566,Sul,2003-02-05,4645.0,78.54000092,4645.0,78.54000092,15375.0,12955.0,84.26000214,8095.58249995,,,,,,
29567,Sudeste,2003-02-05,69143.0,132.74000549,64583.0,123.98999786,177487.0,110033.0,62.0,28563.34750005,,,,,,
29568,Sudeste,2003-02-04,72239.0,138.67999268,65936.0,126.58000183,177487.0,109199.0,61.52999878,28338.54041875,,,,,,
29569,Sul,2003-02-04,4785.0,80.91000366,4785.0,80.91000366,15375.0,13005.0,84.58000183,8196.84291458,,,,,,
29570,Nordeste,2003-02-04,16242.0,115.44000244,16242.0,115.44000244,49967.0,18084.0,36.18999863,6169.59125,,,,,,
29571,Norte,2003-02-04,8758.0,77.98000336,8758.0,77.98000336,12311.0,5321.0,43.22000122,2693.7,,,,,,
29572,Sudeste,2003-02-03,76172.0,146.24000549,69956.0,134.30000305,177487.0,108320.0,61.02999878,27499.91791682,,,,,,
29573,Sul,2003-02-03,4899.0,82.83000183,4899.0,82.83000183,15375.0,13078.0,85.05999756,7824.27249985,,,,,,
29574,Nordeste,2003-02-03,16085.0,114.31999969,16085.0,114.31999969,49967.0,17795.0,35.61000061,6007.22166667,,,,,,
29575,Norte,2003-02-03,8781.0,78.18000031,8781.0,78.18000031,12311.0,5139.0,41.74000168,2641.72916667,,,,,,
29576,Sul,2003-02-02,4803.0,81.20999908,4802.0,81.19000244,15375.0,13141.0,85.47000122,5802.92208252,,,,,,
29577,Nordeste,2003-02-02,15907.0,113.05000305,15907.0,113.05000305,49967.0,17375.0,34.77000046,5353.75833333,,,,,,
29578,Norte,2003-02-02,8794.0,78.30000305,8794.0,78.30000305,12311.0,4953.0,40.22999954,2478.90833333,,,,,,
29579,Sudeste,2003-02-02,79982.0,153.55000305,69329.0,133.1000061,177487.0,107320.0,60.47000122,22721.73791748,,,,,,
29580,Sudeste,2003-02-01,82738.0,158.83999634,70674.0,135.67999268,177487.0,105953.0,59.70000076,24777.69416809,,,,,,
29581,Sul,2003-02-01,4791.0,81.01000214,4649.0,78.61000061,15375.0,13100.0,85.19999695,6970.42666524,,,,,,
29582,Nordeste,2003-02-01,15787.0,112.19999695,15787.0,112.19999695,49967.0,16833.0,33.68999863,5786.52875,,,,,,
29583,Norte,2003-02-01,8765.0,78.04000092,8765.0,78.04000092,12311.0,4755.0,38.61999893,2562.52916667,,,,,,
29584,Sudeste,2003-01-31,82402.0,165.86000061,72809.0,146.55000305,177487.0,104370.0,58.79999924,26826.13583374,,,,,,
29585,Sul,2003-01-31,4757.0,89.37999725,4602.0,86.47000122,15375.0,13119.0,85.33000183,7952.05999959,,,,,,
29586,Nordeste,2003-01-31,15586.0,117.41000366,15586.0,117.41000366,49967.0,16431.0,32.88000107,6158.59625,,,,,,
29587,Norte,2003-01-31,8652.0,104.25,8652.0,104.25,12311.0,4562.0,37.06000137,2620.02916667,,,,,,
29588,Sudeste,2003-01-30,79551.0,160.11999512,71110.0,143.13000488,177487.0,102517.0,57.75999832,26750.27667099,,,,,,
29589,Sul,2003-01-30,4850.0,91.12999725,4683.0,87.98999786,15375.0,13199.0,85.84999847,7795.67082901,,,,,,
29590,Nordeste,2003-01-30,15070.0,113.51999664,15070.0,113.51999664,49967.0,16185.0,32.38999939,6190.87416667,,,,,,
29591,Norte,2003-01-30,8668.0,104.44000244,8668.0,104.44000244,12311.0,4374.0,35.52999878,2646.08333333,,,,,,
29592,Sul,2003-01-29,4908.0,92.22000122,4745.0,89.15000153,15375.0,13281.0,86.37999725,7638.89916662,,,,,,
29593,Nordeste,2003-01-29,16215.0,122.13999939,16215.0,122.13999939,49967.0,15797.0,31.62000084,6256.69708333,,,,,,
29594,Norte,2003-01-29,8902.0,107.26000214,8902.0,107.26000214,12311.0,4195.0,34.06999969,2627.52083333,,,,,,
29595,Sudeste,2003-01-29,75606.0,152.17999268,69154.0,139.19000244,177487.0,100653.0,56.70999908,26777.32416672,,,,,,
29596,Sudeste,2003-01-28,72539.0,146.0,68247.0,137.36999512,177487.0,99001.0,55.77999878,26928.51875046,,,,,,
29597,Sul,2003-01-28,4715.0,88.58999634,4546.0,85.41999817,15375.0,13354.0,86.84999847,7571.91749954,,,,,,
29598,Nordeste,2003-01-28,16560.0,124.73999786,16560.0,124.73999786,49967.0,15435.0,30.88999939,6297.58625,,,,,,
29599,Norte,2003-01-28,8598.0,103.59999847,8598.0,103.59999847,12311.0,4010.0,32.56999969,2612.42083333,,,,,,
29600,Sudeste,2003-01-27,68341.0,137.55000305,66734.0,134.32000732,177487.0,97439.0,54.90000153,26143.02624969,,,,,,
29601,Sul,2003-01-27,4180.0,78.54000092,4003.0,75.20999908,15375.0,13401.0,87.16000366,7282.19041697,,,,,,
29602,Nordeste,2003-01-27,14676.0,110.55000305,14676.0,110.55000305,49967.0,15062.0,30.13999939,6154.31875,,,,,,
29603,Norte,2003-01-27,8265.0,99.58000183,8265.0,99.58000183,12311.0,3820.0,31.03000069,2633.02916667,,,,,,
29604,Sudeste,2003-01-26,66362.0,133.91000366,63874.0,128.88999939,177487.0,96265.0,54.24000168,21895.70416875,,,,,,
29605,Sul,2003-01-26,3889.0,73.06999969,3701.0,69.54000092,15375.0,13478.0,87.66000366,5553.25541458,,,,,,
29606,Nordeste,2003-01-26,15018.0,113.12999725,15018.0,113.12999725,49967.0,14753.0,29.53000069,5546.19375,,,,,,
29607,Norte,2003-01-26,7879.0,94.93000031,7879.0,94.93000031,12311.0,3627.0,29.45999908,2480.5625,,,,,,
29608,Nordeste,2003-01-25,14223.0,107.13999939,14223.0,107.13999939,49967.0,14387.0,28.79000092,5945.80583333,,,,,,
29609,Norte,2003-01-25,7251.0,87.37000275,7251.0,87.37000275,12311.0,3493.0,28.37000084,2564.1375,,,,,,
29610,Sul,2003-01-25,4056.0,76.20999908,3845.0,72.23999786,15375.0,13488.0,87.73000336,6496.97625224,,,,,,
29611,Sudeste,2003-01-25,65412.0,131.99000549,63557.0,128.25,177487.0,95001.0,53.52999878,24560.63624776,,,,,,
29612,Sudeste,2003-01-24,65406.0,131.97999573,63232.0,127.59999847,177487.0,93502.0,52.68000031,27753.94541555,,,,,,
29613,Sul,2003-01-24,4748.0,89.20999908,4496.0,84.48000336,15375.0,13565.0,88.23000336,7448.17875112,,,,,,
29614,Nordeste,2003-01-24,14554.0,109.62999725,14554.0,109.62999725,49967.0,14041.0,28.10000038,6202.61291667,,,,,,
29615,Norte,2003-01-24,6283.0,75.69999695,6283.0,75.69999695,12311.0,3370.0,27.37000084,2599.63333333,,,,,,
29616,Sudeste,2003-01-23,64887.0,130.92999268,62076.0,125.26000214,177487.0,92210.0,51.95000076,27802.00750005,,,,,,
29617,Sul,2003-01-23,4956.0,93.12000275,4773.0,89.68000031,15375.0,13658.0,88.83000183,7686.03458328,,,,,,
29618,Nordeste,2003-01-23,15293.0,115.19999695,15293.0,115.19999695,49967.0,13576.0,27.17000008,6248.20875,,,,,,
29619,Norte,2003-01-23,5715.0,68.86000061,5715.0,68.86000061,12311.0,3271.0,26.56999969,2604.78333333,,,,,,
29620,Sudeste,2003-01-22,62629.0,126.37999725,60124.0,121.31999969,177487.0,90934.0,51.22999954,27492.07666707,,,,,,
29621,Sul,2003-01-22,4742.0,89.09999847,4583.0,86.11000061,15375.0,13762.0,89.51000214,7750.55999959,,,,,,
29622,Nordeste,2003-01-22,13393.0,100.88999939,13393.0,100.88999939,49967.0,13362.0,26.73999977,6358.77166667,,,,,,
29623,Norte,2003-01-22,5202.0,62.68000031,5202.0,62.68000031,12311.0,3173.0,25.77000046,2591.90416667,,,,,,
29624,Sul,2003-01-21,4641.0,87.19999695,4494.0,84.44000244,15375.0,13892.0,90.34999847,7692.57458165,,,,,,
29625,Nordeste,2003-01-21,13149.0,99.05000305,13149.0,99.05000305,49967.0,13035.0,26.09000015,6365.54375,,,,,,
29626,Norte,2003-01-21,4909.0,59.15000153,4909.0,59.15000153,12311.0,3075.0,24.97999954,2586.73333333,,,,,,
29627,Sudeste,2003-01-21,60885.0,122.86000061,58559.0,118.16999817,177487.0,89569.0,50.47000122,27660.61875168,,,,,,
29628,Sudeste,2003-01-20,58697.0,118.44000244,56010.0,113.01999664,177487.0,88301.0,49.75,26314.03624756,,,,,,
29629,Sul,2003-01-20,4600.0,86.43000031,4466.0,83.91000366,15375.0,13984.0,90.94999695,7475.93791911,,,,,,
29630,Nordeste,2003-01-20,13371.0,100.72000122,13371.0,100.72000122,49967.0,12767.0,25.54999924,6204.78541667,,,,,,
29631,Norte,2003-01-20,4819.0,58.06000137,4819.0,58.06000137,12311.0,3006.0,24.42000008,2562.65833333,,,,,,
